conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,skill/competence,sector-specific,depurar software,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/253112b8-f613-4e1d-a691-d80ca258e21a,knowledge,cross-sector,estudios de los medios de comunicación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/253b7df4-621a-41d7-b363-ccb2e4d6b178,skill/competence,sector-specific,elaborar un proceso de producción teatral,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/253f889e-a10d-442a-849d-614969793776,skill/competence,cross-sector,estudiar la adquisición del lenguaje,"examinar la adquisición de competencias lingüísticas
analizar la adquisición de competencias lingüísticas
analizar la adquisición del lenguaje
examinar la adquisición del lenguaje
estudiar la adquisición de competencias lingüísticas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25410a05-6907-4a4e-ab99-f2ace65fdfce,skill/competence,sector-specific,cubrir planchas de impresión con tinta,pintar planchas de impresión,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/254235cd-d928-49d1-ae51-b7c909404fe1,skill/competence,cross-sector,adaptar el estilo de la comunicación al destinatario,"ajustar el estilo de la comunicación al destinatario
adaptar el estilo de la comunicación según el destinatario",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25453ab7-fcc2-47e1-b452-a5dea1dae0c4,skill/competence,occupation-specific,montar equipos optomecánicos,"fabricar equipos optomecánicos
preparar componentes de equipos optomecánicos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/254951ed-59f2-4d04-8236-eed23110187c,skill/competence,sector-specific,determinar la calidad de la pasta de papel,"evaluar la calidad de la pasta de papel
categorizar pasta de papel
clasificar pasta de papel",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/255023d6-514b-4b7e-992b-c2158527a607,skill/competence,occupation-specific,manejar trituradoras de piedra,"operar trituradoras de piedra
manipular trituradoras de piedra",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25551d22-cf72-47db-84e4-db18867e5f78,skill/competence,sector-specific,acordar con los clientes las reparaciones necesarias,"confirmar reparaciones que se realizarán
llegar a un acuerdo sobre las reparaciones que van a realizarse",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/255f12eb-d4bc-41dc-b0ec-07748de464be,skill/competence,sector-specific,prestar asistencia en la gestión educativa,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25605f81-d995-4b18-8244-aa91586d8a1e,skill/competence,sector-specific,gestionar operaciones de alijo,"administrar operaciones de alijo
supervisar operaciones de alijo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25619418-10ff-4fd1-af06-149a555447ed,skill/competence,occupation-specific,prescribir ejercicios para personas con un estado de salud bajo control,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/256203c5-80f6-4467-81fc-431058741fcf,skill/competence,sector-specific,vender pescado y marisco,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2562fa92-6ecf-4ba9-831e-0ce94acb8991,skill/competence,cross-sector,desmontar equipos,"despedazar equipos
desarmar equipos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25670ff0-7822-48f3-8bc8-5b1327c8eb36,skill/competence,occupation-specific,llevar a cabo el desove y la fecundación de huevos de peces,"analizar la calidad de los espermatozoides y los huevos de peces
gestionar la reproducción de peces
garantizar la reproducción de peces",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/256d1577-2a4f-4959-8aea-eb24ac0f8288,skill/competence,sector-specific,alimentar a las mascotas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/256df100-51cf-43b2-9a24-7277afa74707,knowledge,sector-specific,post-producción de audio,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/256e45bb-b918-4ac8-b87c-01a2e48ddb33,skill/competence,sector-specific,gestionar grupos al aire libre,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,skill/competence,sector-specific,garantizar la calidad de los servicios de gestión de la información aeronáutica,"asegurar la calidad de los servicios de gestión de la información aeronáutica
certificar la calidad de los servicios de gestión de la información aeronáutica",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/257b8857-5da2-46ea-be52-6dc67f6b996f,skill/competence,occupation-specific,manejar máquinas de corte,"utilizar máquinas de corte
manejar máquinas cortadoras",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25886784-2382-4524-88e0-b04c4b5a178c,skill/competence,occupation-specific,asignar un número a las pertenencias del cliente,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/258d3de5-60fd-4336-aa7e-7700b64f5ed5,knowledge,sector-specific,captación de imágenes en movimiento,captura de movimiento,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/259225f8-c699-436f-8689-67e9cded258f,knowledge,sector-specific,tipos de granos de café,"tipos de café granulado
clases de granos de café
variedades de granos de café
variedades de café granulado
clases de café granulado",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2592d0a3-a6ab-44f7-ac29-c145b4ad81c8,skill/competence,cross-sector,inspeccionar mercancías,"hacer inspecciones de las mercancías
realizar inspecciones de las mercancías
examinar las mercancías
llevar a cabo inspecciones de las mercancías",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25983174-0bc5-4d66-9ffc-e368bf8d3e03,knowledge,occupation-specific,tipos de tambores,"estilos de tambor
tipos de bombos
clases de tambores
variedades de tambores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/259ee9fa-9dde-4f50-8027-4af21a994158,skill/competence,sector-specific,calcular suministros de petróleo,"estimar la cantidad de suministros de petróleo necesarios
hacer un cálculo de suministros de petróleo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25a11048-dc43-4696-8a71-2428233d68b6,knowledge,cross-sector,tipos de remachadoras,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25a599ff-27ab-4853-9a04-6174a0bd03b3,skill/competence,occupation-specific,dirigir grupos de trabajo de perforación,"gestionar equipos de perforación
coordinar equipos de perforación
supervisar cuadrillas de perforación",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25a713ba-cbc0-4388-80ca-dad1b7629533,skill/competence,occupation-specific,gestionar proyectos de construcción de ferrocarriles,"tramitar proyectos de construcción de ferrocarriles
administrar proyectos de construcción de ferrocarriles",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25a7fc25-f2fc-4bfd-9999-943c03d53372,skill/competence,cross-sector,proteger los intereses del cliente,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25ac3483-c459-4c46-8e6a-3f644a1d34a3,skill/competence,cross-sector,sujetar partes de motores,"juntar elementos de motores
ensamblar componentes de motores
unir piezas de motores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,skill/competence,sector-specific,utilizar programación concurrente,"emplear programación concurrente
hacer uso de la programación concurrente
utilizar la programación concurrente
recurrir a la programación concurrente
usar programación concurrente",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b480dc-ece5-4b7e-9380-599f13fe9056,skill/competence,cross-sector,aplicar estrategias de comercialización,"implementar estrategias de comercialización
establecer estrategias de comercialización",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b58d00-fb49-4219-8970-c79270d51290,knowledge,cross-sector,materiales para la cestería,"tipos de mimbre
materiales para hacer productos de cestería
mimbre
clases de mimbre",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b746af-fb4e-41fc-9975-a74d73627cfe,skill/competence,sector-specific,recomendar artículos de ropa de acuerdo con las medidas del cliente,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b762be-23eb-4165-aa05-64663de3e654,skill/competence,sector-specific,ayudar a realizar ejercicios físicos,"ayudar a hacer ejercicios físicos
recomendar ejercicios físicos y ayudar a realizarlos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b973c6-68ea-4ff7-bd26-aa76bd08b62a,knowledge,cross-sector,fluido hidráulico,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25bd8287-a5e9-4378-abff-a09d0a637604,skill/competence,cross-sector,leer contadores de gas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25bf3f6d-740f-48c3-ae8b-5709595cf71b,skill/competence,sector-specific,dar un masaje de shiatsu,hacer un masaje de shiatsu,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25c0b413-f474-42fa-be01-20289d2634c4,skill/competence,cross-sector,gestionar las llegadas y salidas,"gestionar llegadas y salidas
ocuparse de las llegadas y salidas
gestionar el registro de entrada y salida
administrar los registros de entrada y salida",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25c2379e-9cfe-4479-9e1d-9d3444df7a36,skill/competence,sector-specific,fomentar la igualdad en actividades deportivas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25c4cb91-d64b-48d1-a350-3527334a360d,knowledge,cross-sector,ingeniería de precisión,"área de la ingeniería de precisión
campo de la ingeniería de precisión",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25c52a9c-08f0-4522-afd6-4b2a4e5996af,skill/competence,occupation-specific,mantener el acabado del buque,"conservar el acabado del buque
dejar el acabado del buque",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25d168e5-ad10-42a8-9f00-9e1417c8ae36,skill/competence,sector-specific,cambiar las pilas a los relojes,"quitar las pilas a los relojes
intercambiar las pilas a los relojes",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25d8dedb-a557-441a-8aeb-2d618b79abe9,skill/competence,cross-sector,evaluar los presupuestos de los transportistas potenciales,gestionar los presupuestos de los transportistas potenciales,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25e16679-a7d0-464d-916c-63210001bbab,skill/competence,cross-sector,actuar de forma fiable,"actuar con fiabilidad
demostrar fiabilidad
ser fiable
mostrar fiabilidad",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25ea0473-04f6-4bdc-be88-cb280142e7ca,skill/competence,cross-sector,comprobar el daño al vehículo,"revisar el daño al vehículo
asegurar el daño al vehículo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25ee43a8-f9b0-4990-96cf-eabe627ff0cc,skill/competence,occupation-specific,utilizar programas informáticos para la gestión de alquileres,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,knowledge,sector-specific,extracción de datos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f22f34-dbf8-4e6a-9e43-ab85abda0b93,skill/competence,cross-sector,manejar herramientas manuales para fabricar cadenas,"utilizar herramientas manuales para fabricar cadenas
operar herramientas manuales para fabricar cadenas
manipular herramientas manuales para fabricar cadenas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f46432-5ee9-4cb7-a18b-d2ee41761823,skill/competence,cross-sector,gestionar la demanda de artículos de papelería,gestionar la demanda de artículos de escritorio,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f4c955-e429-44a6-98a7-7d8cb3b6b690,skill/competence,cross-sector,seguir las pautas del encargo,"seguir las instrucciones de la clientela
seguir los puntos del encargo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f7a634-b304-485c-abac-d105b1abb223,skill/competence,sector-specific,evaluar las propuestas de programas humanitarios,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25fce4fb-35b6-49b6-a4fa-c7aa168fd770,skill/competence,sector-specific,examinar los productos a la venta,"comprobar los productos a la venta
controlar los productos a la venta",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25fcf0ff-1615-44b8-a81a-e6e8ce9deed7,skill/competence,transversal,interactuar verbalmente en hindi,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2601a471-0688-4caf-9402-a0b881a1be79,skill/competence,occupation-specific,definir normas de tratamiento de objetos valiosos,"fijar normas de tratamiento de objetos valiosos
establecer normas de tratamiento de objetos valiosos
ocuparse de la fijación de normas de tratamiento de objetos valiosos
ocuparse de la fijación de normas para el tratamiento de los objetos valiosos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26040e6d-ec6b-47ae-bde3-95906b721582,skill/competence,occupation-specific,utilizar adhesivo de uretano para sujetar parabrisas,"emplear adhesivo de uretano para sujetar parabrisas
aplicar adhesivo de uretano para sujetar parabrisas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26068834-fa73-47b3-9f46-a8b551447854,knowledge,occupation-specific,diseño de una incubadora,"métodos de diseño de incubadoras
diseño de una incubadora de peces
diseño de incubadoras de peces
diseño de incubadoras
métodos de diseño de incubadoras de peces",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26071360-b2b1-4089-9c73-b51792b29ed5,skill/competence,sector-specific,montar piezas metálicas,"construir productos metálicos
ensamblar piezas metálicas
armar piezas metálicas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/260ddfe0-637b-4ce8-8007-9601645e2dc8,skill/competence,cross-sector,mecanografiar textos a partir de fuentes de audio,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2618f336-8e71-4666-83b5-f368edb0906d,knowledge,cross-sector,psicología cognitiva,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/261de443-57a9-481d-b6ec-c3e136e41789,skill/competence,occupation-specific,inventar recetas de bebidas con extractos naturales,"idear recetas de bebidas con extractos naturales
crear recetas de bebidas con extractos naturales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/261e740b-d32d-4356-94a8-3ea29128b70b,skill/competence,sector-specific,cuidar a las personas mayores,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/261fa103-e0eb-424c-8a4d-d336f50abbf8,skill/competence,occupation-specific,informar sobre el proceso de votación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2624158e-4a53-4667-8921-96ee7aaea7b3,skill/competence,cross-sector,consultar al personal técnico,"obtener información del personal técnico
preguntar al personal técnico",
